group,poster_path,original_size,cls_elem,box_elem,rot_elem,dataset
movie-poster,DAGUe-OzcO0.png,"(1414, 2000)",T-R,"[654, 824, 906, 925]",340,pstylish7_movie-poster
movie-poster,DAGUe-OzcO0.png,"(1414, 2000)",T-R,"[34, 1238, 1258, 1668]",340,pstylish7_movie-poster
movie-poster,DAGUe-eGHDI.png,"(1587, 2245)",T-G,"[263, 198, 616, 251]",0,pstylish7_movie-poster
movie-poster,DAGUe-eGHDI.png,"(1587, 2245)",T-G,"[965, 198, 1303, 251]",0,pstylish7_movie-poster
movie-poster,DAGUe-eGHDI.png,"(1587, 2245)",T-G,"[464, 1984, 1125, 2037]",0,pstylish7_movie-poster
movie-poster,DAGUe-eGHDI.png,"(1587, 2245)",T-R,"[232, 656, 1316, 995]",353,pstylish7_movie-poster
movie-poster,DAGUe-eGHDI.png,"(1587, 2245)",T-R,"[204, 1053, 1296, 1777]",353,pstylish7_movie-poster
movie-poster,DAGUe7ievvs.png,"(1587, 2245)",T-G,"[358, 177, 1252, 236]",0,pstylish7_movie-poster
movie-poster,DAGUe7ievvs.png,"(1587, 2245)",T-R,"[205, 1340, 1386, 1524]",355,pstylish7_movie-poster
movie-poster,DAGUe7ievvs.png,"(1587, 2245)",T-G,"[260, 1605, 470, 1694]",0,pstylish7_movie-poster
movie-poster,DAGUe7ievvs.png,"(1587, 2245)",T-G,"[716, 1611, 870, 1700]",0,pstylish7_movie-poster
movie-poster,DAGUe7ievvs.png,"(1587, 2245)",T-G,"[1152, 1614, 1306, 1703]",0,pstylish7_movie-poster
movie-poster,DAGUe7ievvs.png,"(1587, 2245)",T-G,"[245, 1765, 1341, 1913]",0,pstylish7_movie-poster
movie-poster,DAGUe7ievvs.png,"(1587, 2245)",T-G,"[559, 2019, 977, 2082]",0,pstylish7_movie-poster
